City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Saint-Francois,46.4154,3.9054,51.67,76,0,6.91,FR,clear sky
348,Burlington,39.8835,-74.6413,56.7,87,90,3.0,US,overcast clouds
349,Ko Samui,9.5357,99.9357,87.71,70,40,11.5,TH,scattered clouds
350,Merauke,-8.4667,140.3333,85.03,69,100,13.67,ID,overcast clouds
351,Gaptsakh,41.4517,47.9303,44.24,48,0,0.27,RU,clear sky
352,Alyangula,-13.8483,136.4192,94.87,43,94,9.22,AU,overcast clouds
353,Nelson Bay,-32.7167,152.15,90.75,43,84,5.01,AU,broken clouds
354,Arman,59.7,150.1667,30.15,91,100,3.42,RU,overcast clouds
355,Puertollano,38.6871,-4.1073,58.19,69,100,3.98,ES,overcast clouds
356,Sao Filipe,14.8961,-24.4956,77.38,78,44,6.22,CV,scattered clouds
357,Mackenzie,55.2999,-123.1698,34.02,93,1,5.75,CA,clear sky
358,Sterling,39.0062,-77.4286,59.94,85,90,3.0,US,overcast clouds
359,Coquimbo,-29.9533,-71.3436,55.13,94,75,2.3,CL,broken clouds
360,Los Alamos,35.8881,-106.307,49.78,40,1,1.01,US,clear sky
361,Port Macquarie,-31.4333,152.9167,82.89,47,100,7.43,AU,overcast clouds
362,Linguere,15.3953,-15.1193,82.31,57,100,6.29,SN,overcast clouds
363,Diffa,13.3154,12.6113,78.39,23,86,8.88,NE,overcast clouds
364,San Juan,-31.5375,-68.5364,84.0,25,40,16.71,AR,scattered clouds
365,Chipurupalle,18.3,83.5667,83.59,60,91,5.97,IN,overcast clouds
366,Saint-Leu,-21.15,55.2833,71.96,98,80,11.52,RE,moderate rain
367,Duku,11.2361,4.9073,75.11,71,86,1.63,NG,overcast clouds
368,Plettenberg Bay,-34.0527,23.3716,61.02,93,98,11.95,ZA,light rain
369,Manta,-0.95,-80.7333,73.18,88,75,13.8,EC,broken clouds
370,Haines Junction,60.7522,-137.5108,30.15,69,100,5.75,CA,overcast clouds
371,Fortuna,40.5982,-124.1573,59.18,74,90,1.01,US,overcast clouds
372,Zhangzhou,24.5133,117.6556,79.14,60,85,2.75,CN,overcast clouds
373,Chernenko,44.365,39.3103,42.62,83,91,2.21,RU,overcast clouds
374,Lufilufi,-13.8745,-171.5986,80.38,73,96,18.25,WS,overcast clouds
375,Morro Bay,35.3658,-120.8499,69.15,77,0,4.14,US,clear sky
376,Maridi,4.9158,29.4742,70.66,87,36,3.85,SS,light rain
377,Caceres,39.522,-6.3748,56.8,85,100,9.08,ES,overcast clouds
378,Anadyr,64.75,177.4833,0.1,78,0,8.95,RU,clear sky
379,Deoria,26.5047,83.7872,79.88,50,0,4.27,IN,clear sky
380,Finschhafen,-6.6024,147.8681,85.42,70,88,7.29,PG,overcast clouds
381,Columbia,34.0007,-81.0348,64.42,98,90,1.99,US,mist
382,Jieshi,22.8134,115.8257,82.94,69,75,13.96,CN,broken clouds
383,Rawson,-43.3002,-65.1023,63.12,60,31,12.21,AR,scattered clouds
384,Kalispell,48.1958,-114.3129,55.33,78,90,5.01,US,overcast clouds
385,Bocas Del Toro,9.3333,-82.25,82.08,80,77,4.18,PA,broken clouds
386,Oktyabrskiy,54.4815,53.471,34.21,97,100,10.49,RU,light rain
387,Dusetos,55.75,25.85,45.32,96,71,6.42,LT,broken clouds
388,Kudahuvadhoo,2.6708,72.8944,82.6,74,60,9.51,MV,broken clouds
389,Saint Pete Beach,27.7253,-82.7412,80.65,62,40,1.01,US,scattered clouds
390,Komsomolskiy,40.4272,71.7189,49.35,66,75,6.91,UZ,broken clouds
391,Mount Pleasant,32.7941,-79.8626,72.0,98,90,3.0,US,mist
392,Mnogovershinnyy,53.9353,139.9242,38.75,67,22,5.19,RU,few clouds
393,Vila,42.0304,-8.1588,52.93,95,100,4.34,PT,light rain
394,Oussouye,12.485,-16.5469,74.23,82,84,5.44,SN,broken clouds
395,Sakakah,29.9697,40.2064,60.37,28,32,2.68,SA,scattered clouds
396,Guozhen,34.3659,107.359,68.58,44,57,3.2,CN,broken clouds
397,Lityn,49.3251,28.0809,46.72,92,48,5.21,UA,scattered clouds
398,Vanderhoof,54.0166,-124.0198,32.63,88,66,2.44,CA,broken clouds
399,Catuday,16.2923,119.8062,84.13,58,69,10.11,PH,broken clouds
400,Samarai,-10.6167,150.6667,84.92,74,11,10.98,PG,few clouds
401,Ballina,-28.8667,153.5667,73.36,75,75,17.27,AU,light rain
402,Otacilio Costa,-27.4831,-50.1219,57.22,94,65,2.75,BR,broken clouds
403,Valkeakoski,61.2642,24.0312,51.1,85,100,13.89,FI,overcast clouds
404,Muncie,40.1934,-85.3864,55.71,94,90,4.61,US,overcast clouds
405,Roma,43.2128,-75.4557,49.39,84,1,10.36,US,clear sky
406,Riyadh,24.6877,46.7219,71.74,24,100,13.44,SA,overcast clouds
407,Luoyang,34.6836,112.4536,67.73,53,100,5.66,CN,overcast clouds
408,Los Llanos De Aridane,28.6585,-17.9182,64.15,80,20,7.0,ES,few clouds
409,Bokaro,23.7833,85.9667,80.47,50,9,6.31,IN,clear sky
410,Iqaluit,63.7506,-68.5145,38.93,81,90,4.61,CA,light rain
411,Honiara,-9.4333,159.95,85.55,74,61,5.84,SB,broken clouds
412,Marawi,7.9986,124.2928,76.64,79,49,7.36,PH,scattered clouds
413,Mount Gambier,-37.8333,140.7667,58.91,55,40,19.57,AU,scattered clouds
414,Ugoofaaru,5.6667,73.0,82.04,73,76,9.48,MV,broken clouds
415,Ponta Delgada,37.7333,-25.6667,72.32,88,75,23.02,PT,broken clouds
416,Suzaka,36.65,138.3167,60.42,50,31,7.0,JP,scattered clouds
417,Ust-Tsilma,65.441,52.1498,10.06,95,17,3.89,RU,few clouds
418,Auki,-8.7676,160.7034,86.9,61,45,1.79,SB,scattered clouds
419,Kinablangan,7.6947,126.5503,85.08,70,67,5.91,PH,broken clouds
420,Vostok,46.4856,135.8833,44.69,51,1,4.56,RU,clear sky
421,Raudeberg,61.9875,5.1352,54.19,94,100,8.01,NO,light rain
422,Kidal,18.4411,1.4078,80.46,19,24,6.87,ML,few clouds
423,Ipora,-16.4419,-51.1178,74.82,61,66,5.77,BR,broken clouds
424,San Cristobal,7.7669,-72.225,71.78,98,96,2.95,VE,overcast clouds
425,Itarema,-2.9248,-39.9167,78.42,79,57,11.01,BR,broken clouds
426,Ola,59.5833,151.2833,32.81,95,100,11.45,RU,overcast clouds
427,Shenjiamen,29.9576,122.298,67.86,57,63,9.75,CN,broken clouds
428,Kendari,-3.945,122.4989,89.15,56,56,6.29,ID,broken clouds
429,Asau,46.4333,26.4,41.76,69,3,1.95,RO,clear sky
430,Okha,53.5739,142.9478,42.51,68,13,4.61,RU,few clouds
431,Jasper,37.2001,-94.3502,48.99,88,90,5.01,US,overcast clouds
432,Yenagoa,4.9247,6.2642,74.84,94,93,2.1,NG,overcast clouds
433,Zyryanka,65.75,150.85,5.41,90,100,4.14,RU,overcast clouds
434,Tokat,40.4167,36.5833,37.62,90,100,4.99,TR,light rain
435,Gisborne,-38.6533,178.0042,59.95,63,45,6.55,NZ,scattered clouds
436,Xining,36.6167,101.7667,47.7,40,3,3.38,CN,clear sky
437,Revda,56.801,59.9303,25.61,72,44,10.2,RU,scattered clouds
438,Atambua,-9.1061,124.8925,87.55,56,100,4.88,ID,overcast clouds
439,Horsham,51.064,-0.3272,60.03,80,20,10.36,GB,moderate rain
440,Baiersbronn,48.5,8.3833,36.1,62,40,2.62,DE,scattered clouds
441,Maragogi,-9.0122,-35.2225,73.96,88,75,7.05,BR,broken clouds
442,Bereda,43.2686,-7.5406,56.41,100,100,2.98,ES,overcast clouds
443,Viseu,40.661,-7.9097,60.85,95,100,7.7,PT,overcast clouds
444,Clyde River,70.4692,-68.5914,28.94,95,98,8.28,CA,overcast clouds
445,Nadym,65.5333,72.5167,28.47,98,100,6.06,RU,light snow
446,Kiama,-34.6833,150.8667,85.37,30,0,15.01,AU,clear sky
447,Shamary,57.3434,58.2199,22.14,82,93,8.55,RU,overcast clouds
448,Karasburg,-28.0167,18.75,56.43,51,0,9.33,NA,clear sky
449,Eskisehir,39.7767,30.5206,39.11,93,61,5.75,TR,mist
450,Fria,10.4167,-13.5833,71.22,95,100,3.42,GN,overcast clouds
451,Mbandaka,0.0487,18.2603,71.26,96,99,1.66,CD,light rain
452,Erzin,36.9559,36.2,50.52,61,61,3.6,TR,broken clouds
453,Sirsa,29.5333,75.0167,79.61,24,0,4.43,IN,clear sky
454,Noumea,-22.2763,166.4572,82.38,99,9,17.76,NC,clear sky
455,Altamira,-3.2033,-52.2064,72.39,93,1,1.88,BR,clear sky
456,Kokstad,-30.5472,29.4241,64.6,68,75,3.53,ZA,broken clouds
457,Pompeu,-19.2244,-44.9353,67.01,75,48,4.7,BR,scattered clouds
458,Kinshasa,-4.3246,15.3215,75.58,88,40,4.61,CD,light rain
459,Baiyin,36.5583,104.2081,54.48,38,2,6.53,CN,clear sky
460,Lincoln,40.8,-96.667,51.75,72,1,1.99,US,clear sky
461,Diamantino,-14.4086,-56.4461,74.23,85,100,3.53,BR,overcast clouds
462,Znamenskoye,57.1281,73.8282,35.98,83,100,12.75,RU,overcast clouds
463,Chipinge,-20.1883,32.6236,59.86,77,74,6.29,ZW,broken clouds
464,Puerto Escondido,15.85,-97.0667,80.04,84,33,3.44,MX,scattered clouds
465,Caravelas,-17.7125,-39.2481,72.43,79,4,4.14,BR,clear sky
466,Worland,44.0169,-107.9554,45.55,65,1,4.61,US,clear sky
467,Tifton,31.4505,-83.5085,62.42,95,40,0.0,US,scattered clouds
468,Cerro Gordo,43.0833,-93.2669,46.35,80,90,17.27,US,overcast clouds
469,Hokitika,-42.7167,170.9667,57.92,83,100,0.2,NZ,overcast clouds
470,Bilma,18.6853,12.9164,76.24,20,10,2.51,NE,clear sky
471,Tomatlan,19.9333,-105.25,75.25,94,65,2.66,MX,broken clouds
472,Lake Charles,30.2131,-93.2044,66.18,44,1,13.8,US,clear sky
473,Kawanishi,34.8167,135.4167,67.87,54,20,12.66,JP,few clouds
474,Sao Miguel Do Araguaia,-13.275,-50.1628,82.29,42,98,1.9,BR,overcast clouds
475,Markova,48.6758,24.4138,43.83,70,14,3.44,UA,few clouds
476,Gien,47.6933,2.6309,51.78,87,24,16.35,FR,few clouds
477,Puerto Suarez,-18.95,-57.8,72.48,88,30,3.96,BO,scattered clouds
478,Haputale,6.7681,80.9595,66.79,75,78,5.01,LK,broken clouds
479,Graciano Sanchez,23.9167,-99.2833,65.01,45,0,5.14,MX,clear sky
480,Byron Bay,-28.65,153.6167,78.75,78,100,7.96,AU,light rain
481,Vuktyl,63.8567,57.3094,16.79,83,54,14.0,RU,broken clouds
482,Sambava,-14.2667,50.1667,78.22,71,82,7.23,MG,broken clouds
483,Penzance,50.1186,-5.5371,54.61,89,78,35.66,GB,light rain
484,Codrington,-38.2667,141.9667,53.87,54,96,17.96,AU,overcast clouds
485,Liebenburg,52.0218,10.4317,46.09,63,13,6.15,DE,few clouds
486,Nemuro,43.3236,145.575,50.43,75,99,26.55,JP,overcast clouds
487,Verkhoyansk,67.5447,133.385,10.36,89,100,1.19,RU,overcast clouds
488,Orlik,52.5178,99.825,31.55,47,19,2.8,RU,few clouds
489,Lang Son,21.8333,106.7333,70.61,88,100,3.36,VN,overcast clouds
490,San Jose,37.3394,-121.895,67.95,80,1,4.61,US,clear sky
491,Kavaratti,10.5669,72.642,81.84,75,97,7.72,IN,overcast clouds
492,Saint-Joseph,-21.3667,55.6167,71.47,85,57,12.33,RE,moderate rain
493,Cockburn Town,21.4612,-71.1419,81.93,74,3,7.52,TC,clear sky
494,Dalby,-27.1833,151.2667,68.7,90,100,1.01,AU,light rain
495,Saint John,45.2727,-66.0677,45.63,81,90,10.36,CA,overcast clouds
496,Swift Current,50.2834,-107.8014,43.61,52,1,11.5,CA,clear sky
497,Plymouth,41.8334,-70.8328,51.85,82,90,5.75,US,overcast clouds
498,Yuci,37.6803,112.7319,56.95,62,76,4.47,CN,haze
499,Dawei,14.0833,98.2,87.44,62,91,4.81,MM,overcast clouds
500,Huanren,41.2647,125.3667,56.03,46,98,4.45,CN,overcast clouds
501,Mathbaria,22.2876,89.9593,84.29,64,7,7.27,BD,clear sky
502,Talas,38.6908,35.5538,32.67,93,75,0.0,TR,mist
503,Mogadishu,2.0371,45.3438,80.56,74,61,6.89,SO,broken clouds
504,Avera,33.194,-82.5271,61.72,84,12,6.8,US,few clouds
505,Eydhafushi,5.1033,73.0708,81.84,77,89,11.18,MV,overcast clouds
506,Mandal,25.45,74.5667,78.28,32,0,6.08,IN,clear sky
507,Vengerovo,55.6848,76.7471,36.77,54,93,16.37,RU,overcast clouds
508,El Alto,-4.2714,-81.2147,66.96,73,13,13.35,PE,few clouds
509,Provideniya,64.3833,-173.3,15.91,67,90,13.42,RU,overcast clouds
510,Ulladulla,-35.35,150.4667,84.87,35,0,12.57,AU,clear sky
511,Elko,41.0002,-115.5012,46.63,77,0,5.99,US,clear sky
512,Lewistown,40.5992,-77.5714,59.74,82,90,8.05,US,overcast clouds
513,Uuemoisa,58.9394,23.5894,50.94,90,69,14.2,EE,broken clouds
514,Talnakh,69.4865,88.3972,0.93,87,100,9.8,RU,overcast clouds
515,Taunggyi,20.7833,97.0333,74.08,70,19,2.91,MM,few clouds
516,Niksar,40.5917,36.9517,50.07,87,100,3.62,TR,light rain
517,Sioux Lookout,50.1001,-91.917,44.98,100,90,2.3,CA,overcast clouds
518,Medea,36.2642,2.7539,46.85,69,68,4.03,DZ,broken clouds
519,Kaeo,-35.1,173.7833,71.33,63,43,10.49,NZ,scattered clouds
520,Kalininsk,51.5,44.4758,45.45,81,100,11.25,RU,overcast clouds
521,Ossora,59.2353,163.0719,20.98,92,59,4.29,RU,broken clouds
522,Baoying,33.2292,119.3092,68.29,42,0,2.06,CN,clear sky
523,Heyang,26.1011,107.473,53.69,96,100,4.7,CN,overcast clouds
524,Ashland,40.8167,-82.2665,56.26,96,100,14.45,US,light rain
525,Mae Hong Son,19.3003,97.9685,84.34,65,20,2.3,TH,few clouds
526,Ripoll,42.2006,2.1903,53.13,80,81,1.01,ES,broken clouds
527,Sisimiut,66.9395,-53.6735,29.59,95,100,11.25,GL,light snow
528,Kasimov,54.9411,41.3953,36.12,95,98,3.53,RU,overcast clouds
529,Vilhena,-12.7406,-60.1458,67.82,96,100,2.28,BR,overcast clouds
530,Pacaembu,-21.5622,-51.2606,71.11,84,51,11.59,BR,broken clouds
531,Sobolevo,54.4299,31.8996,47.5,98,98,6.73,RU,light rain
532,Houma,29.5958,-90.7195,64.99,59,37,3.0,US,scattered clouds
533,Salina Cruz,16.1667,-95.2,77.77,76,46,15.75,MX,scattered clouds
534,Alappuzha,9.49,76.3264,79.36,81,100,2.1,IN,light rain
535,Kirakira,-10.4544,161.9205,85.17,71,55,11.3,SB,broken clouds
536,Suntar,62.1444,117.6319,21.97,69,100,12.66,RU,overcast clouds
537,Gunnedah,-30.9833,150.25,82.02,61,97,5.01,AU,overcast clouds
538,Beidao,34.5686,105.8933,63.66,47,4,1.63,CN,clear sky
539,Sande,53.5049,8.0142,48.43,78,42,10.74,DE,scattered clouds
540,San Policarpo,12.1791,125.5072,82.76,76,74,9.06,PH,broken clouds
541,Mattru,7.6244,-11.8332,73.62,96,100,0.89,SL,light rain
542,Moscow,55.7522,37.6156,43.23,80,99,6.82,RU,overcast clouds
543,Port Lincoln,-34.7333,135.8667,57.56,54,84,13.69,AU,broken clouds
544,Fort Pierce,27.4467,-80.3256,78.03,91,40,7.0,US,scattered clouds
545,Pingliang,35.5392,106.6861,60.15,42,50,6.93,CN,scattered clouds
546,Doka,13.5167,35.7667,76.59,62,34,5.01,SD,scattered clouds
547,Gari,59.4307,62.3497,23.34,64,85,15.21,RU,overcast clouds
548,Sinnamary,5.3833,-52.95,78.48,86,100,8.61,GF,overcast clouds
549,Tabuk,17.4189,121.4443,83.89,61,28,3.15,PH,scattered clouds
550,Yuzhnyy,53.2542,83.6936,32.38,93,75,11.18,RU,broken clouds
551,Solton,52.8429,86.4787,39.61,67,100,5.84,RU,overcast clouds
552,Touho,-20.7833,165.2333,75.25,72,11,10.92,NC,few clouds
553,Yermakovskoye,53.2831,92.4003,40.05,55,70,2.33,RU,broken clouds
554,Santa Cruz Cabralia,-16.2781,-39.0247,75.43,78,75,11.5,BR,broken clouds
555,Cozumel,20.5083,-86.9458,80.67,89,75,6.91,MX,broken clouds
556,Vizinga,61.0749,50.1031,22.12,91,49,3.94,RU,scattered clouds
557,Haldia,22.0605,88.1097,82.83,58,37,11.97,IN,scattered clouds
558,Pasni,25.2631,63.471,81.59,46,0,6.71,PK,clear sky
559,Oyama,36.3,139.8,68.83,29,5,7.7,JP,clear sky
560,Porto Walter,-8.2686,-72.7439,71.51,98,100,2.59,BR,moderate rain
561,Kutum,14.2,24.6667,68.61,17,13,5.41,SD,few clouds
562,Comodoro Rivadavia,-45.8667,-67.5,67.86,24,0,11.5,AR,clear sky
563,Flin Flon,54.7682,-101.865,36.16,81,7,5.55,CA,clear sky
564,Inirida,3.8653,-67.9239,71.47,99,100,1.48,CO,overcast clouds
565,Grafton,42.207,-71.6856,44.87,85,1,5.75,US,clear sky
566,Barcelos,41.5388,-8.6151,61.92,95,100,3.29,PT,overcast clouds
567,Zhicheng,30.2956,111.5047,63.82,69,100,2.89,CN,light rain
568,Pedro Ii,-4.4247,-41.4586,70.79,86,67,0.92,BR,broken clouds
569,Tiruchchendur,8.4833,78.1167,75.49,70,99,11.79,IN,overcast clouds
570,Mugla,37.2303,28.3557,43.47,46,0,3.47,TR,clear sky
571,Magadi,12.9667,77.2333,80.38,75,100,11.54,IN,overcast clouds
572,Hovd,48.0056,91.6419,42.78,38,3,2.86,MN,clear sky
573,Sinjhoro,26.0303,68.809,73.47,16,0,1.3,PK,clear sky
574,Algeciras,36.1333,-5.4505,64.17,82,75,4.61,ES,broken clouds
575,Banda Aceh,5.5577,95.3222,84.7,73,64,5.99,ID,broken clouds
576,Denpasar,-8.65,115.2167,83.86,83,40,11.5,ID,scattered clouds
577,Northam,51.0333,-4.2167,57.34,94,100,12.06,GB,overcast clouds
578,Golspie,57.9727,-3.978,48.54,96,100,0.89,GB,overcast clouds
579,North Platte,41.1239,-100.7654,40.37,62,1,3.0,US,clear sky
580,Gulu,2.7746,32.299,68.77,84,57,1.88,UG,broken clouds
581,Dir,35.2058,71.8756,62.38,28,1,4.03,PK,clear sky
582,Alta Floresta,-9.8756,-56.0861,70.38,87,12,3.53,BR,few clouds
583,Kieta,-6.2167,155.6333,84.87,65,65,1.99,PG,broken clouds
584,Virginia Beach,36.8529,-75.978,65.01,93,100,1.99,US,light rain
585,Aksu,41.1231,80.2644,56.34,29,79,1.63,CN,broken clouds
586,Atar,20.5169,-13.0499,74.82,37,99,7.72,MR,overcast clouds
587,Sheridan,44.8333,-106.9173,48.38,60,1,3.44,US,clear sky
588,Smithers,54.7804,-127.1743,28.72,93,40,2.3,CA,scattered clouds
589,Taoudenni,22.6783,-3.9836,79.93,31,94,5.79,ML,overcast clouds
590,Govindgarh,27.5,76.9833,78.33,34,0,3.98,IN,clear sky
591,Eyl,7.9803,49.8164,79.74,63,27,10.11,SO,scattered clouds
592,Waddan,29.1614,16.139,65.07,52,89,7.63,LY,overcast clouds
593,Raton,36.9034,-104.4391,38.05,56,1,3.44,US,clear sky
594,Puerto Leguizamo,-0.1934,-74.7819,69.67,99,56,0.38,CO,broken clouds
595,Santiago Del Estero,-27.7951,-64.2615,81.81,30,98,6.13,AR,overcast clouds
596,Korablino,53.9164,40.0133,42.42,66,100,2.06,RU,overcast clouds
597,Umm Kaddadah,13.6017,26.6876,76.69,15,16,10.56,SD,few clouds
598,Saint-Cesaire,45.4168,-72.9991,41.86,87,0,1.14,CA,clear sky
599,Ajdabiya,30.7554,20.2263,69.69,73,100,4.34,LY,overcast clouds
600,Poshekhonye,58.4993,39.1353,34.14,89,100,8.39,RU,snow
601,Grindavik,63.8424,-22.4338,43.27,81,75,18.41,IS,broken clouds
602,Oum Hadjer,13.2954,19.6966,78.75,21,73,9.17,TD,broken clouds
603,Rubiataba,-15.1644,-49.8033,75.36,53,99,4.38,BR,overcast clouds
604,West Bay,19.3667,-81.4167,83.07,81,100,1.99,KY,overcast clouds
605,Shakawe,-18.3667,21.85,71.96,67,91,5.55,BW,overcast clouds
606,Tyazhinskiy,56.116,88.524,38.25,48,100,14.09,RU,overcast clouds
607,Port Augusta,-32.5,137.7667,68.7,41,93,17.76,AU,overcast clouds
608,Dwarka,22.2394,68.9678,84.61,44,13,10.78,IN,few clouds
609,Moyobamba,-6.05,-76.9667,65.28,99,100,1.63,PE,overcast clouds
610,Sao Joao Da Barra,-21.6403,-41.0511,72.39,88,99,7.18,BR,overcast clouds
611,Sauda,59.6506,6.3542,54.07,89,100,5.97,NO,overcast clouds
612,Hays,30.0502,-98.0336,64.76,47,0,3.0,US,clear sky
613,Sibolga,1.7427,98.7792,84.51,63,72,2.17,ID,broken clouds
614,Vrangel,42.7297,133.0839,51.44,46,0,4.59,RU,clear sky
615,Yeppoon,-23.1333,150.7333,91.18,58,43,18.25,AU,scattered clouds
616,Nara,34.6851,135.8049,67.37,39,0,11.41,JP,clear sky
617,Saint Anthony,45.0205,-93.218,48.24,93,90,1.99,US,overcast clouds
618,Tuchola,53.5879,17.8591,42.04,69,8,7.76,PL,clear sky
619,Nybro,56.7446,15.9071,48.72,94,32,4.85,SE,scattered clouds
620,Maceio,-9.6658,-35.7353,78.24,94,40,3.44,BR,scattered clouds
621,Sihora,23.4833,80.1167,75.96,43,0,6.02,IN,clear sky
622,Iquique,-20.2208,-70.1431,60.84,73,10,2.73,CL,clear sky
623,Camacha,33.0833,-16.3333,67.42,78,40,9.22,PT,scattered clouds
624,Tymovskoye,50.8456,142.655,42.33,67,6,3.69,RU,clear sky
625,Bako,5.7833,36.5667,70.84,60,70,2.93,ET,broken clouds
626,Tual,-5.6667,132.75,83.53,72,94,3.38,ID,overcast clouds
627,Katobu,-4.9408,122.5276,89.58,55,38,1.52,ID,scattered clouds
628,Soyo,-6.1349,12.3689,76.39,85,100,7.09,AO,overcast clouds
629,Margate,51.3813,1.3862,58.87,78,84,7.0,GB,broken clouds
630,Orumiyeh,37.5527,45.0761,42.35,70,75,6.91,IR,broken clouds
631,Chimbote,-9.0853,-78.5783,62.28,89,84,6.26,PE,broken clouds
632,Korla,41.7597,86.1469,56.28,32,100,6.24,CN,overcast clouds
633,Sikonge,-5.6333,32.7667,73.72,44,68,8.95,TZ,broken clouds
634,Balkhash,46.844,74.9804,41.61,70,0,2.24,KZ,clear sky
635,Tooele,40.5308,-112.2983,52.61,93,1,9.22,US,clear sky
636,Tiarei,-17.5333,-149.3333,71.62,92,99,35.59,PF,heavy intensity rain
637,Kabompo,-13.5927,24.2008,71.15,56,59,4.74,ZM,broken clouds
638,Manuk Mangkaw,4.8,119.85,82.98,75,99,7.31,PH,overcast clouds
639,Sayyan,15.1718,44.3244,56.79,28,4,14.38,YE,clear sky
640,Toucheng,24.8592,121.8233,77.14,69,98,7.4,TW,overcast clouds
641,Lomovka,53.9194,58.3672,34.72,89,100,6.8,RU,snow
642,Resistencia,-27.4606,-58.9839,72.05,83,0,1.14,AR,light rain
643,Samandag,36.0842,35.9771,50.52,75,34,6.38,TR,scattered clouds
644,Taos,36.4072,-105.5731,43.27,46,1,5.01,US,clear sky
645,Cotonou,6.3654,2.4183,78.64,85,86,2.71,BJ,overcast clouds
646,Alekseyevskoye,55.3071,50.1135,27.28,66,54,13.2,RU,broken clouds
647,Pimentel,-6.8367,-79.9342,63.14,89,80,14.79,PE,broken clouds
648,Nizhniy Kuranakh,58.8353,125.4869,25.09,62,39,10.42,RU,scattered clouds
649,Boffa,10.1667,-14.0333,73.51,91,100,4.23,GN,overcast clouds
650,Konongo,6.6167,-1.2167,71.04,99,51,1.28,GH,broken clouds
651,Guadalupe Y Calvo,26.1,-106.9667,49.91,65,0,5.84,MX,clear sky
652,Goalpara,26.1667,90.6167,79.79,62,1,6.13,IN,clear sky
653,Kharp,66.8014,65.8081,17.47,86,100,10.18,RU,overcast clouds
654,Bundaberg,-24.85,152.35,85.21,65,64,7.0,AU,broken clouds
655,Bontang,0.1333,117.5,85.12,66,96,7.67,ID,overcast clouds
656,Bajil,15.0584,43.2851,84.34,50,1,1.68,YE,clear sky
657,Royan,45.6285,-1.0281,59.04,80,100,12.57,FR,overcast clouds
658,Pemba,-12.974,40.5178,72.3,83,20,9.22,MZ,few clouds
659,Anchorage,61.2181,-149.9003,33.64,91,90,3.0,US,light snow
660,College,64.8569,-147.8028,21.58,88,75,0.0,US,broken clouds
661,Chara,56.9064,118.2631,23.0,44,26,2.89,RU,scattered clouds
662,Pithoragarh,29.5833,80.2167,61.0,54,0,1.83,IN,clear sky
663,Acajutla,13.5928,-89.8275,79.05,85,22,4.68,SV,few clouds
664,La Mana,-0.9333,-79.2167,79.9,87,89,2.08,EC,overcast clouds
665,Shahr-E Kord,32.3256,50.8644,37.17,28,20,2.3,IR,few clouds
666,Buritis,-15.6178,-46.4233,70.0,54,8,3.36,BR,clear sky
